ConsumerId,ChoiceSetId,AlternativeIdInSet,Choice,brand_confidence,purchase_condition,package_condition,content_viewer,dispatch_time,order_method,price
4,48,3,1,Naranja,Contado,Impecable,Con indicador,Normal,Call Center,2.699
4,49,1,0,Amarillo,Contado,Desgastado,Sin indicador,Normal,Call Center,2.609
4,49,2,0,Naranja,Contado,Desgastado,Con indicador,Día siguiente,App,2.699
4,49,3,1,Blanco,3 cuotas,Impecable,Sin indicador,Normal,Call Center,2.699
4,50,1,0,Blanco,Contado,Desgastado,Con indicador,Normal,App,2.609
4,50,2,1,Amarillo,Contado,Desgastado,Con indicador,Normal,App,2.699
4,50,3,0,Naranja,3 cuotas,Impecable,Sin indicador,Express,Call Center,2.699
4,51,1,1,Amarillo,3 cuotas,Impecable,Sin indicador,Día siguiente,Call Center,2.699
4,51,2,0,Blanco,Contado,Impecable,Con indicador,Express,Call Center,2.699
4,51,3,0,Amarillo,Contado,Desgastado,Sin indicador,Normal,App,2.789
4,52,1,0,Naranja,Contado,Desgastado,Con indicador,Express,Call Center,2.789
4,52,2,0,Amarillo,3 cuotas,Impecable,Con indicador,Express,App,2.699
4,52,3,1,Amarillo,3 cuotas,Desgastado,Sin indicador,Express,Call Center,2.699
4,53,1,1,Naranja,Contado,Desgastado,Sin indicador,Normal,Web,2.789
4,53,2,0,Blanco,3 cuotas,Impecable,Con indicador,Día siguiente,Call Center,2.789
4,53,3,0,Naranja,3 cuotas,Impecable,Con indicador,Express,Web,2.699
4,54,1,1,Amarillo,Contado,Desgastado,Sin indicador,Normal,Call Center,2.699
4,54,2,0,Naranja,3 cuotas,Impecable,Con indicador,Normal,Web,2.699
4,54,3,0,Naranja,3 cuotas,Impecable,Con indicador,Normal,Call Center,2.699
4,55,1,1,Amarillo,Contado,Desgastado,Con indicador,Express,Call Center,2.609
4,55,2,0,Naranja,Contado,Desgastado,Sin indicador,Express,Web,2.699
4,55,3,0,Naranja,Contado,Desgastado,Con indicador,Día siguiente,Web,2.789
4,56,1,0,Blanco,3 cuotas,Impecable,Sin indicador,Día siguiente,Web,2.789
4,56,2,0,Amarillo,Contado,Impecable,Con indicador,Día siguiente,Call Center,2.609
4,56,3,1,Naranja,3 cuotas,Desgastado,Con indicador,Normal,App,2.699
4,57,1,0,Blanco,3 cuotas,Desgastado,Sin indicador,Express,App,2.609
4,57,2,0,Amarillo,3 cuotas,Impecable,Con indicador,Express,App,2.789
4,57,3,1,Naranja,Contado,Impecable,Con indicador,Día siguiente,Call Center,2.699
4,58,1,0,Blanco,3 cuotas,Desgastado,Sin indicador,Normal,Web,2.609
4,58,2,1,Blanco,Contado,Impecable,Sin indicador,Día siguiente,Web,2.699
4,58,3,0,Naranja,3 cuotas,Impecable,Sin indicador,Express,Web,2.609
4,59,1,0,Naranja,Contado,Desgastado,Con indicador,Express,Web,2.699
4,59,2,1,Blanco,Contado,Impecable,Con indicador,Express,Web,2.789
4,59,3,0,Blanco,Contado,Desgastado,Sin indicador,Normal,Call Center,2.609
4,60,1,0,Naranja,Contado,Impecable,Sin indicador,Normal,Web,2.609
4,60,2,0,Naranja,Contado,Desgastado,Con indicador,Express,App,2.789
4,60,3,1,Blanco,Contado,Desgastado,Sin indicador,Día siguiente,Call Center,2.609
5,61,1,0,Blanco,3 cuotas,Impecable,Sin indicador,Express,Web,2.699
5,61,2,0,Naranja,Contado,Impecable,Con indicador,Normal,App,2.789
5,61,3,1,Naranja,Contado,Impecable,Sin indicador,Express,App,2.699
5,62,1,1,Naranja,3 cuotas,Impecable,Sin indicador,Normal,Call Center,2.789
5,62,2,0,Amarillo,Contado,Desgastado,Sin indicador,Normal,Call Center,2.699
5,62,3,0,Naranja,3 cuotas,Desgastado,Sin indicador,Día siguiente,Web,2.609
5,63,1,0,Naranja,3 cuotas,Impecable,Con indicador,Día siguiente,Call Center,2.699
5,63,2,0,Blanco,3 cuotas,Impecable,Sin indicador,Normal,Call Center,2.789
5,63,3,1,Blanco,3 cuotas,Desgastado,Sin indicador,Express,App,2.609
5,64,1,0,Naranja,3 cuotas,Desgastado,Sin indicador,Express,Web,2.789
5,64,2,1,Naranja,Contado,Impecable,Con indicador,Normal,App,2.699
5,64,3,0,Naranja,Contado,Desgastado,Sin indicador,Express,Web,2.789
5,65,1,0,Blanco,3 cuotas,Impecable,Sin indicador,Express,Call Center,2.609
5,65,2,0,Blanco,3 cuotas,Desgastado,Sin indicador,Día siguiente,Call Center,2.609
5,65,3,1,Naranja,Contado,Impecable,Con indicador,Express,App,2.789
5,66,1,0,Amarillo,3 cuotas,Desgastado,Con indicador,Express,Call Center,2.789
5,66,2,0,Naranja,3 cuotas,Impecable,Con indicador,Express,App,2.609
5,66,3,1,Naranja,3 cuotas,Impecable,Con indicador,Express,App,2.789
5,67,1,0,Blanco,3 cuotas,Desgastado,Con indicador,Normal,Web,2.609
5,67,2,0,Blanco,Contado,Impecable,Sin indicador,Express,App,2.609
5,67,3,1,Amarillo,3 cuotas,Impecable,Con indicador,Express,Web,2.699
5,68,1,1,Amarillo,Contado,Desgastado,Sin indicador,Normal,App,2.789
5,68,2,0,Amarillo,3 cuotas,Desgastado,Sin indicador,Normal,Call Center,2.699
5,68,3,0,Amarillo,3 cuotas,Impecable,Con indicador,Express,App,2.699
5,69,1,0,Amarillo,3 cuotas,Desgastado,Con indicador,Día siguiente,Call Center,2.699
5,69,2,0,Naranja,Contado,Desgastado,Con indicador,Día siguiente,App,2.699
5,69,3,1,Blanco,3 cuotas,Impecable,Sin indicador,Día siguiente,Call Center,2.699
5,70,1,1,Naranja,3 cuotas,Impecable,Sin indicador,Día siguiente,Call Center,2.609
5,70,2,0,Amarillo,3 cuotas,Desgastado,Con indicador,Día siguiente,Call Center,2.609
5,70,3,0,Amarillo,3 cuotas,Desgastado,Sin indicador,Normal,App,2.789
5,71,1,0,Blanco,3 cuotas,Desgastado,Sin indicador,Express,Web,2.609
5,71,2,0,Blanco,Contado,Desgastado,Con indicador,Día siguiente,Web,2.699
5,71,3,1,Naranja,3 cuotas,Impecable,Sin indicador,Express,App,2.609
5,72,1,1,Amarillo,Contado,Desgastado,Sin indicador,Express,Web,2.699
5,72,2,0,Amarillo,Contado,Desgastado,Sin indicador,Express,App,2.609
5,72,3,0,Blanco,Contado,Impecable,Con indicador,Día siguiente,App,2.699
5,73,1,1,Amarillo,Contado,Desgastado,Sin indicador,Normal,Call Center,2.609
5,73,2,0,Amarillo,Contado,Impecable,Con indicador,Normal,App,2.609
5,73,3,0,Blanco,Contado,Desgastado,Con indicador,Express,App,2.789
5,74,1,0,Naranja,Contado,Impecable,Con indicador,Día siguiente,App,2.699
5,74,2,0,Naranja,3 cuotas,Impecable,Con indicador,Día siguiente,Call Center,2.609
5,74,3,1,Amarillo,3 cuotas,Desgastado,Con indicador,Día siguiente,App,2.789
5,75,1,0,Naranja,Contado,Impecable,Con indicador,Día siguiente,App,2.789
5,75,2,0,Blanco,3 cuotas,Impecable,Con indicador,Día siguiente,Call Center,2.699
5,75,3,1,Naranja,Contado,Impecable,Con indicador,Día siguiente,Call Center,2.609
6,76,1,1,Amarillo,3 cuotas,Desgastado,Sin indicador,Normal,App,2.609
6,76,2,0,Blanco,Contado,Desgastado,Con indicador,Express,Call Center,2.789
6,76,3,0,Blanco,3 cuotas,Impecable,Sin indicador,Día siguiente,Call Center,2.699
6,77,1,0,Amarillo,3 cuotas,Impecable,Sin indicador,Express,Call Center,2.699
6,77,2,1,Amarillo,Contado,Desgastado,Sin indicador,Express,Call Center,2.789
6,77,3,0,Blanco,3 cuotas,Desgastado,Sin indicador,Día siguiente,Call Center,2.789
6,78,1,0,Naranja,3 cuotas,Desgastado,Con indicador,Día siguiente,Call Center,2.609
6,78,2,0,Blanco,3 cuotas,Impecable,Con indicador,Express,Call Center,2.609
6,78,3,1,Blanco,Contado,Desgastado,Sin indicador,Express,Web,2.699
6,79,1,0,Naranja,Contado,Impecable,Sin indicador,Normal,App,2.789
6,79,2,0,Amarillo,Contado,Desgastado,Sin indicador,Día siguiente,Call Center,2.699
6,79,3,1,Amarillo,3 cuotas,Impecable,Con indicador,Normal,Call Center,2.789
6,80,1,0,Blanco,Contado,Impecable,Sin indicador,Express,App,2.609
6,80,2,0,Amarillo,3 cuotas,Desgastado,Con indicador,Normal,Web,2.609
6,80,3,1,Naranja,Contado,Impecable,Sin indicador,Express,Call Center,2.789
6,81,1,0,Blanco,3 cuotas,Desgastado,Con indicador,Normal,Web,2.789
6,81,2,1,Naranja,Contado,Impecable,Con indicador,Día siguiente,Call Center,2.789
6,81,3,0,Blanco,3 cuotas,Impecable,Con indicador,Normal,Web,2.699
6,82,1,1,Naranja,Contado,Impecable,Con indicador,Express,App,2.789
6,82,2,0,Amarillo,3 cuotas,Desgastado,Con indicador,Día siguiente,App,2.699
6,82,3,0,Blanco,3 cuotas,Impecable,Con indicador,Express,Web,2.789
6,83,1,1,Naranja,Contado,Desgastado,Con indicador,Normal,App,2.699
6,83,2,0,Amarillo,Contado,Desgastado,Con indicador,Express,Call Center,2.609
6,83,3,0,Blanco,3 cuotas,Desgastado,Sin indicador,Express,Web,2.609
6,84,1,0,Amarillo,Contado,Desgastado,Sin indicador,Express,App,2.699
6,84,2,0,Naranja,3 cuotas,Desgastado,Con indicador,Normal,App,2.699
6,84,3,1,Naranja,3 cuotas,Impecable,Sin indicador,Día siguiente,Call Center,2.609
6,85,1,1,Amarillo,Contado,Desgastado,Con indicador,Día siguiente,Call Center,2.699
6,85,2,0,Amarillo,3 cuotas,Desgastado,Sin indicador,Express,Web,2.609
6,85,3,0,Blanco,Contado,Desgastado,Sin indicador,Express,Call Center,2.789
6,86,1,0,Blanco,3 cuotas,Impecable,Con indicador,Día siguiente,Web,2.789
6,86,2,0,Amarillo,3 cuotas,Desgastado,Con indicador,Normal,App,2.699
6,86,3,1,Naranja,Contado,Impecable,Con indicador,Express,Web,2.789
6,87,1,1,Amarillo,Contado,Desgastado,Sin indicador,Express,App,2.609
6,87,2,0,Naranja,3 cuotas,Impecable,Sin indicador,Día siguiente,Web,2.789
6,87,3,0,Blanco,Contado,Desgastado,Sin indicador,Normal,App,2.699
6,88,1,0,Naranja,3 cuotas,Desgastado,Con indicador,Normal,Call Center,2.609
6,88,2,1,Amarillo,3 cuotas,Impecable,Con indicador,Normal,App,2.699
6,88,3,0,Naranja,Contado,Desgastado,Con indicador,Normal,Call Center,2.789
6,89,1,1,Naranja,3 cuotas,Impecable,Con indicador,Día siguiente,Call Center,2.699
6,89,2,0,Blanco,3 cuotas,Desgastado,Con indicador,Express,Call Center,2.699
6,89,3,0,Blanco,3 cuotas,Impecable,Sin indicador,Normal,App,2.699
6,90,1,1,Blanco,Contado,Impecable,Con indicador,Express,App,2.789
6,90,2,0,Blanco,Contado,Desgastado,Con indicador,Día siguiente,Web,2.609
6,90,3,0,Naranja,3 cuotas,Desgastado,Con indicador,Día siguiente,App,2.609
7,91,1,1,Naranja,Contado,Desgastado,Con indicador,Día siguiente,Web,2.789
7,91,2,0,Naranja,3 cuotas,Desgastado,Con indicador,Normal,Web,2.699
7,91,3,0,Naranja,3 cuotas,Desgastado,Sin indicador,Día siguiente,Web,2.609
7,92,1,1,Naranja,3 cuotas,Impecable,Sin indicador,Express,App,2.609
7,92,2,0,Naranja,Contado,Desgastado,Con indicador,Día siguiente,Call Center,2.699
7,92,3,0,Naranja,Contado,Desgastado,Sin indicador,Día siguiente,Call Center,2.609
7,93,1,0,Blanco,3 cuotas,Desgastado,Sin indicador,Normal,Call Center,2.609
7,93,2,1,Amarillo,3 cuotas,Desgastado,Sin indicador,Normal,Call Center,2.609
7,93,3,0,Blanco,3 cuotas,Impecable,Sin indicador,Express,App,2.609
7,94,1,0,Blanco,Contado,Desgastado,Con indicador,Día siguiente,Call Center,2.609
7,94,2,1,Naranja,3 cuotas,Impecable,Sin indicador,Normal,Web,2.699
7,94,3,0,Blanco,Contado,Impecable,Sin indicador,Normal,Web,2.609
7,95,1,0,Blanco,Contado,Desgastado,Con indicador,Express,App,2.699
7,95,2,1,Amarillo,3 cuotas,Desgastado,Con indicador,Express,Call Center,2.609
7,95,3,0,Naranja,3 cuotas,Desgastado,Sin indicador,Express,App,2.789
7,96,1,1,Amarillo,Contado,Impecable,Con indicador,Día siguiente,Call Center,2.609
7,96,2,0,Blanco,3 cuotas,Impecable,Con indicador,Día siguiente,App,2.699
7,96,3,0,Amarillo,Contado,Desgastado,Con indicador,Día siguiente,App,2.699
7,97,1,0,Amarillo,Contado,Desgastado,Con indicador,Normal,Web,2.609
7,97,2,1,Naranja,3 cuotas,Impecable,Con indicador,Día siguiente,Web,2.609
7,97,3,0,Naranja,3 cuotas,Impecable,Con indicador,Normal,App,2.609
7,98,1,0,Amarillo,3 cuotas,Desgastado,Sin indicador,Normal,Web,2.789
7,98,2,1,Amarillo,3 cuotas,Desgastado,Sin indicador,Express,Web,2.789
7,98,3,0,Blanco,Contado,Desgastado,Sin indicador,Express,App,2.609
7,99,1,0,Naranja,Contado,Desgastado,Con indicador,Express,Call Center,2.789
7,99,2,1,Amarillo,Contado,Impecable,Con indicador,Normal,Web,2.789
7,99,3,0,Naranja,Contado,Impecable,Con indicador,Express,Web,2.699
7,100,1,1,Amarillo,3 cuotas,Impecable,Con indicador,Normal,App,2.789
7,100,2,0,Naranja,3 cuotas,Impecable,Con indicador,Día siguiente,App,2.699
7,100,3,0,Amarillo,Contado,Desgastado,Con indicador,Express,App,2.609
7,101,1,0,Naranja,Contado,Desgastado,Con indicador,Día siguiente,Call Center,2.789
7,101,2,0,Blanco,3 cuotas,Desgastado,Sin indicador,Día siguiente,App,2.789
7,101,3,1,Blanco,Contado,Impecable,Con indicador,Express,Web,2.789
7,102,1,1,Naranja,Contado,Impecable,Sin indicador,Normal,Web,2.609
7,102,2,0,Amarillo,3 cuotas,Impecable,Sin indicador,Express,Web,2.609
7,102,3,0,Naranja,Contado,Desgastado,Sin indicador,Express,App,2.699
7,103,1,1,Naranja,Contado,Impecable,Con indicador,Normal,Web,2.789
7,103,2,0,Amarillo,Contado,Impecable,Con indicador,Express,Web,2.789
7,103,3,0,Amarillo,Contado,Desgastado,Sin indicador,Express,App,2.699
7,104,1,0,Amarillo,3 cuotas,Desgastado,Sin indicador,Normal,App,2.789
7,104,2,1,Naranja,3 cuotas,Desgastado,Con indicador,Día siguiente,App,2.789
7,104,3,0,Blanco,3 cuotas,Desgastado,Sin indicador,Normal,Call Center,2.789
7,105,1,1,Amarillo,Contado,Impecable,Sin indicador,Normal,Call Center,2.699
7,105,2,0,Blanco,3 cuotas,Desgastado,Sin indicador,Día siguiente,Web,2.699
7,105,3,0,Blanco,Contado,Desgastado,Sin indicador,Express,Web,2.609
8,106,1,1,Amarillo,Contado,Impecable,Con indicador,Normal,App,2.789
8,106,2,0,Blanco,Contado,Impecable,Sin indicador,Día siguiente,App,2.609
8,106,3,0,Amarillo,3 cuotas,Impecable,Con indicador,Día siguiente,Web,2.699
8,107,1,0,Amarillo,3 cuotas,Impecable,Con indicador,Normal,Call Center,2.699
8,107,2,1,Naranja,Contado,Desgastado,Sin indicador,Express,Call Center,2.699
8,107,3,0,Naranja,3 cuotas,Impecable,Con indicador,Normal,Web,2.699
8,108,1,1,Naranja,3 cuotas,Impecable,Con indicador,Día siguiente,Call Center,2.699
8,108,2,0,Blanco,Contado,Desgastado,Sin indicador,Día siguiente,Call Center,2.789
